Orthogroup	ahos	apis
OG0006343		apis|A0A8R2NKM1
OG0006344		apis|C4WT42
OG0006345		apis|A0A8R1W375
OG0006346		apis|A0A8R1TF57
OG0006347		apis|C4WS88
OG0006348		apis|A0A8R2HBU1
OG0006349		apis|A0A8R2A1D0
OG0006350		apis|A0A8R2A8V6
OG0006351		apis|A0A8R2NW25
OG0006352		apis|A0A8R2NTI0
OG0006353		apis|A0A8R1VZV3
OG0006354		apis|A0A8R2NLW5
OG0006355		apis|C4WXA8
OG0006356		apis|A0A8R1W0R4
OG0006357		apis|A0A8R2A4C1
OG0006358		apis|C4WUK0
OG0006359		apis|C4WUD2
OG0006360		apis|A0A8R2A817
OG0006361		apis|A0A8R1ZYS4
OG0006362		apis|A0A8R2NS98
OG0006363		apis|A0A8R2B786
OG0006364		apis|A0A8R2D7S0
OG0006365		apis|A0A8R2AB06
OG0006366		apis|A0A8R2A3V7
OG0006367		apis|A0A8R2A753
OG0006368		apis|A0A8R1X1L6
OG0006369		apis|C4WSS7
OG0006370		apis|A0A8R2F9F6
OG0006371		apis|A0A8R2D6W1
OG0006372		apis|A0A8R1W1Y1
OG0006373		apis|A0A8R1VZZ3
OG0006374		apis|C4WX46
OG0006375		apis|A0A8R2A796
OG0006376		apis|A0A8R2B8R8
OG0006377		apis|Q201Y8
OG0006378		apis|A0A8R2NQ90
OG0006379		apis|A0A8R1W143
OG0006380		apis|C4WSA3
OG0006381		apis|A0A8R2F917
OG0006382		apis|A0A8R1W3M8
OG0006383		apis|A0A8R1W7Z2
OG0006384		apis|A0A8R2A718
OG0006385		apis|A0A8R2HBH1
OG0006386		apis|A0A8R2A4C8
OG0006387		apis|A0A8R1ZYC3
OG0006388		apis|C4WTQ5
OG0006389		apis|A0A8R2D7V2
OG0006390		apis|A0A8R2F7L7
OG0006391		apis|A0A8R2BAU8
OG0006392		apis|A0A8R2D7I5
OG0006393		apis|C4WU84
OG0006394		apis|A0A8R1TF61
OG0006395		apis|A0A8R1X2T8
OG0006396		apis|A0A8R2A614
OG0006397		apis|A0A8R1W4C7
OG0006398		apis|A0A8R1W814
OG0006399		apis|C4WW22
OG0006400		apis|C4WS49
OG0006401		apis|A0A8R1W9P8
OG0006402		apis|C4WSM6
OG0006403		apis|A0A8R1W1I2
OG0006404		apis|C4WWD5
OG0006405		apis|A0A8R2B8C2
OG0006406		apis|A0A8R1W5Y5
OG0006407		apis|A0A8R2B9V8
OG0006408		apis|A0A8R2JSD0
OG0006409		apis|A0A8R2JU11
OG0006410		apis|A0A8R2H7E2
OG0006411		apis|A0A8R2F9V8
OG0006412		apis|A0A8R1W8E7
OG0006413		apis|A0A8R2F8X8
OG0006414		apis|A0A8R1W127
OG0006415		apis|A0A8R1W275
OG0006416		apis|A0A8R1W0S4
OG0006417		apis|B7TYC2
OG0006418		apis|C4WUU4
OG0006419		apis|A0A8R2JRP2
OG0006420		apis|A0A8R2H434
OG0006421		apis|A0A8R2AEK2
OG0006422		apis|A0A8R2A0P6
OG0006423		apis|A0A8R2A7G3
OG0006424		apis|A0A8R2A2Z9
OG0006425		apis|A0A8R2D3D1
OG0006426		apis|A0A8R2JUE3
OG0006427		apis|A0A8R2A1A3
OG0006428		apis|C4WUP9
OG0006429		apis|A0A8R1W809
OG0006430		apis|A0A8R2JL75
OG0006431		apis|C4WUU7
OG0006432		apis|A0A8R2NKW1
OG0006433		apis|A0A8R2A2J7
OG0006434		apis|A0A8R2AA70
OG0006435		apis|A0A8R2FBZ1
OG0006436		apis|A0A8R2D2S5
OG0006437		apis|A0A8R2NLT4
OG0006438		apis|A0A8R2D2P4
OG0006439		apis|A0A8R2D4N7
OG0006440		apis|A0A8R1VZC6
OG0006441		apis|A0A8R2NJT9
OG0006442		apis|C4WTS5
OG0006443		apis|A0A8R1W2J2
OG0006444		apis|A0A8R2A7W0
OG0006445		apis|A0A8R2H502
OG0006446		apis|A0A8R1VYK0
OG0006447		apis|A0A8R1W913
OG0006448		apis|A0A8R2F9M4
OG0006449		apis|A0A8R2JSC9
OG0006450		apis|A0A8R1XGG2
OG0006451		apis|A0A8R2AE25
OG0006452		apis|A0A8R2NTN6
OG0006453		apis|J9JVU9
OG0006454		apis|A0A8R1W4M6
OG0006455		apis|A0A8R1W7A4
OG0006456		apis|A0A8R2HB21
OG0006457		apis|A0A8R2D7N7
OG0006458		apis|A0A8R2D632
OG0006459		apis|A0A8R2NS75
OG0006460		apis|A0A8R2AA78
OG0006461		apis|C4WW54
OG0006462		apis|A0A8R1XHR6
OG0006463		apis|A0A8R1W2X1
OG0006464		apis|A0A8R2NM50
OG0006465		apis|A0A8R2H822
OG0006466		apis|A0A8R2A352
OG0006467		apis|A0A8R1W3E1
OG0006468		apis|X1X9X7
OG0006469		apis|C4WY55
OG0006470		apis|A0A8R2NL21
OG0006471		apis|A0A8R2BA36
OG0006472		apis|A0A8R1VZE8
OG0006473		apis|A0A8R1ZYD9
OG0006474		apis|A0A8R2JML3
OG0006475		apis|A0A8R2A6X5
OG0006476		apis|A0A8R1WYE7
OG0006477		apis|A0A8R2NNH1
OG0006478		apis|A0A8R1W1Q0
OG0006479		apis|A0A8R1W4R4
OG0006480		apis|A0A8R2B8P3
OG0006481		apis|A0A8R2A2F8
OG0006482		apis|A0A8R2JUS0
OG0006483		apis|A0A8R2A6Z9
OG0006484		apis|A0A8R2A5W7
OG0006485		apis|A0A8R2FAY8
OG0006486		apis|A0A8R2FAD3
OG0006487		apis|A0A8R2FDC2
OG0006488		apis|A0A8R2H3H7
OG0006489		apis|A0A8R1VZB7
OG0006490		apis|A0A8R2B6C3
OG0006491		apis|A0A8R1W6P6
OG0006492		apis|A0A8R1VZ32
OG0006493		apis|C4WUK4
OG0006494		apis|A0A8R2JQJ3
OG0006495		apis|A0A8R2H9Y7
OG0006496		apis|A0A8R2A5J0
OG0006497		apis|A0A8R2A4W1
OG0006498		apis|A0A8R1W306
OG0006499		apis|A0A8R1W0F9
OG0006500		apis|A0A8R2A5N3
OG0006501		apis|A0A8R1VZR7
OG0006502		apis|A0A8R1VY39
OG0006503		apis|A0A8R2B6A5
OG0006504		apis|A0A8R2A0S0
OG0006505		apis|A0A8R1W219
OG0006506		apis|C4WXA9
OG0006507		apis|A0A8R2HBQ8
OG0006508		apis|A0A8R2JPY6
OG0006509		apis|A0A8R2FCM2
OG0006510		apis|A0A8R1W7V1
OG0006511		apis|A0A8R2A494
OG0006512		apis|A0A8R2HAV8
OG0006513		apis|A0A8R2H6G9
OG0006514		apis|A0A8R2A3D8
OG0006515		apis|A0A8R2AB51
OG0006516		apis|A0A8R2A9C0
OG0006517		apis|C4WY05
OG0006518		apis|A0A8R2FD36
OG0006519		apis|C4WTA7
OG0006520		apis|A0A8R2AAI7
OG0006521		apis|A0A8R2D814
OG0006522		apis|A0A8R1W7D5
OG0006523		apis|A0A8R2A363
OG0006524		apis|A0A8R1WAC6
OG0006525		apis|A0A8R1VYW5
OG0006526		apis|A0A8R2D712
OG0006527		apis|Q1ZZP1
OG0006528		apis|A0A8R2BAT6
OG0006529		apis|A0A8R2FD02
OG0006530		apis|A0A8R2A6B1
OG0006531		apis|C4WSJ7
OG0006532		apis|A0A8R2A6J1
OG0006533		apis|A0A8R2D2I5
OG0006534		apis|A0A8R2JND1
OG0006535		apis|A0A8R2A573
OG0006536		apis|A0A8R1W9S9
OG0006537		apis|A0A8R1W956
OG0006538		apis|A0A8R2NQ38
OG0006539		apis|A0A8R2JPL7
OG0006540		apis|A0A8R2NK06
OG0006541		apis|A0A8R2F9U4
OG0006542		apis|A0A8R1WAA2
OG0006543		apis|A0A8R1W5V9
OG0006544		apis|C4WYG8
OG0006545		apis|A0A8R2JQ29
OG0006546		apis|A0A8R2HA93
OG0006547		apis|C4WTC6
OG0006548		apis|A0A8R2A5X5
OG0006549		apis|C4WVG2
OG0006550		apis|A0A8R2JSS0
OG0006551		apis|A0A8R1TGR8
OG0006552		apis|C4WW33
OG0006553		apis|A0A8R1W3R9
OG0006554		apis|A0A8R2F6W0
OG0006555		apis|A0A8R2A5W2
OG0006556		apis|A0A8R2D7K0
OG0006557		apis|C4WTX6
OG0006558		apis|A0A8R2A470
OG0006559		apis|A0A8R2D2F6
OG0006560		apis|C4WSU2
OG0006561		apis|A0A8R1W5H9
OG0006562		apis|A0A8R2F9Z9
OG0006563		apis|A0A8R2B8Q4
OG0006564		apis|C4WU79
OG0006565		apis|A0A8R2A6Y1
OG0006566		apis|A0A8R2D819
OG0006567		apis|A0A8R1W0Q6
OG0006568		apis|A0A8R1TGP5
OG0006569		apis|A0A8R2BAX6
OG0006570		apis|A0A8R1W1P4
OG0006571		apis|C4WSU7
OG0006572		apis|A0A8R1VYE1
OG0006573		apis|A0A8R1TER0
OG0006574		apis|C4WU62
OG0006575		apis|A0A8R2JUR5
OG0006576		apis|A0A8R2F6V6
OG0006577		apis|A0A8R2NXB0
OG0006578		apis|A0A8R2A4V8
OG0006579		apis|C4WYF5
OG0006580		apis|A0A8R2A830
OG0006581		apis|A0A8R2NP68
OG0006582		apis|A0A8R2FA24
OG0006583		apis|A0A8R2AGR3
OG0006584		apis|A0A8R2BAS4
OG0006585		apis|A0A8R2FD82
OG0006586		apis|C4WYE6
OG0006587		apis|C4WXB4
OG0006588		apis|A0A8R2JS32
OG0006589		apis|A0A8R2FB09
OG0006590		apis|A0A8R2JUA0
OG0006591		apis|A0A8R1ZZI5
OG0006592		apis|A0A8R1VYI6
OG0006593		apis|A0A8R2NLG9
OG0006594		apis|A0A8R1W4B4
OG0006595		apis|A0A8R2NNC2
OG0006596		apis|C4WT82
OG0006597		apis|A0A8R2ADA0
OG0006598		apis|A0A8R1W151
OG0006599		apis|A0A8R1TD77
OG0006600		apis|A0A8R2NNB8
OG0006601		apis|A0A8R2JL62
OG0006602		apis|A0A8R2H8N0
OG0006603		apis|A0A8R1W909
OG0006604		apis|A0A8R2NRQ3
OG0006605		apis|A0A8R2AFZ9
OG0006606		apis|A0A8R2A3I7
OG0006607		apis|C4WV71
OG0006608		apis|A0A8R1W4V0
OG0006609		apis|A0A8R2B596
OG0006610		apis|C4WV79
OG0006611		apis|C4WXB9
OG0006612		apis|A0A8R2JVR4
OG0006613		apis|C4WYC0
OG0006614		apis|A0A8R2A873
OG0006615		apis|C4WW86
OG0006616		apis|A0A8R2JP44
OG0006617		apis|A0A8R2JSW7
OG0006618		apis|A0A8R2A7K3
OG0006619		apis|C4WXP7
OG0006620		apis|A0A8R2H6Y8
OG0006621		apis|A0A8R2FCP7
OG0006622		apis|C4WT22
OG0006623		apis|A0A8R2NS44
OG0006624		apis|A0A8R2A9Z8
OG0006625		apis|A0A8R2NUG4
OG0006626		apis|A0A8R2D822
OG0006627		apis|A0A8R2FDW4
OG0006628		apis|A0A8R2JPS1
OG0006629		apis|A0A8R1VYS0
OG0006630		apis|A0A8R1VYR8
OG0006631		apis|A0A8R2HBH7
OG0006632		apis|A0A8R1W967
OG0006633		apis|C4WVU2
OG0006634		apis|A0A8R2B6I8
OG0006635		apis|A0A8R1WAY1
OG0006636		apis|C4WSA9
OG0006637		apis|A0A8R2B6C9
OG0006638		apis|A0A8R1W436
OG0006639		apis|A0A8R2BB35
OG0006640		apis|A0A8R1W344
OG0006641		apis|A0A8R2H6A5
OG0006642		apis|A0A8R1VYD4
OG0006643		apis|A0A8R2NSM7
OG0006644		apis|A0A8R1ZZQ1
OG0006645		apis|A0A8R1W5F7
OG0006646		apis|A0A8R2NKG5
OG0006647		apis|A0A8R2AEA3
OG0006648		apis|A0A8R2JPJ8
OG0006649		apis|A0A8R2JU12
OG0006650		apis|A0A8R2HA84
OG0006651		apis|A0A8R2NLU0
OG0006652		apis|A0A8R2D2V3
OG0006653		apis|A0A8R2A377
OG0006654		apis|A0A8R1W880
OG0006655		apis|A0A8R1W028
OG0006656		apis|A0A8R2NTT2
OG0006657		apis|A0A8R2HAA1
OG0006658		apis|A0A8R2B458
OG0006659		apis|A0A8R2A5L5
OG0006660		apis|A0A8R1W1S7
OG0006661		apis|A0A8R2H7L4
OG0006662		apis|A0A8R2A7Z8
OG0006663		apis|A0A8R2FDA1
OG0006664		apis|A0A8R1W5E7
OG0006665		apis|A0A8R2H7A2
OG0006666		apis|A0A8R2ADB3
OG0006667		apis|A0A8R2NS29
OG0006668		apis|A0A8R2F8Z7
OG0006669		apis|A0A8R1W4K3
OG0006670		apis|A0A8R1W1Q5
OG0006671		apis|A0A8R1W594
OG0006672		apis|A0A8R2ABX5
OG0006673		apis|A0A8R2AFH6
OG0006674		apis|A0A8R2JMM5
OG0006675		apis|A0A8R1VZE1
OG0006676		apis|A0A8R1W5V4
OG0006677		apis|A0A8R2B6H0
OG0006678		apis|A0A8R1TDQ0
OG0006679		apis|A0A8R2NJS9
OG0006680		apis|C4WV99
OG0006681		apis|A0A8R2B6X4
OG0006682		apis|A0A8R2NU37
OG0006683		apis|C4WVY1
OG0006684		apis|A0A8R2AFE5
OG0006685		apis|A0A8R2B456
OG0006686		apis|A0A8R2A634
OG0006687		apis|A0A8R2JMG4
OG0006688		apis|A0A8R2A7F6
OG0006689		apis|A0A8R1W8S4
OG0006690		apis|A0A8R1W0K1
OG0006691		apis|A0A8R2A931
OG0006692		apis|A0A8R1VYZ2
OG0006693		apis|A0A8R2JP39
OG0006694		apis|A0A8R2H601
OG0006695		apis|A0A8R1VZT5
OG0006696		apis|A0A8R2H8H7
OG0006697		apis|A0A8R2D4U4
OG0006698		apis|C4WSM9
OG0006699		apis|A0A8R2JKU9
OG0006700		apis|A0A8R2A7W1
OG0006701		apis|A0A8R2A2G3
OG0006702		apis|A0A8R2A435
OG0006703		apis|A0A8R1W8X3
OG0006704		apis|A0A8R1W6Q4
OG0006705		apis|A0A8R1W6U2
OG0006706		apis|C4WWW6
OG0006707		apis|A0A8R2FCZ2
OG0006708		apis|A0A8R2NR67
OG0006709		apis|A0A8R2A9M1
OG0006710		apis|C4WSD7
OG0006711		apis|A0A8R1W429
OG0006712		apis|A0A8R2A6B5
OG0006713		apis|A0A8R2JTB0
OG0006714		apis|A0A8R2NUX4
OG0006715		apis|A0A8R2NMP0
OG0006716		apis|A0A8R2JMC0
OG0006717		apis|A0A8R1W296
OG0006718		apis|A0A8R1W870
OG0006719		apis|A0A8R2A4M5
OG0006720		apis|A0A8R2NJB7
OG0006721		apis|A0A8R2BBR2
OG0006722		apis|C4WWJ2
OG0006723		apis|C4WRW0
OG0006724		apis|A0A8R2AAB7
OG0006725		apis|A0A8R1W1N3
OG0006726		apis|C4WSB1
OG0006727		apis|C4WX29
OG0006728		apis|A0A8R2A2Z4
OG0006729		apis|A0A8R2AA11
OG0006730		apis|A0A8R2FEV7
OG0006731		apis|A0A8R2A412
OG0006732		apis|C4WWY2
OG0006733		apis|A0A8R2A3K2
OG0006734		apis|A0A8R2B5G8
OG0006735		apis|A0A8R2NTM2
OG0006736		apis|A0A8R2NM94
OG0006737		apis|A0A8R2A7V0
OG0006738		apis|A0A8R1W769
OG0006739		apis|A0A8R1W9S6
OG0006740		apis|A0A8R2AZI5
OG0006741		apis|A0A8R2AYN5
OG0006742		apis|A0A8R2NMR3
OG0006743		apis|C6SUQ8
OG0006744		apis|C4WWE7
OG0006745		apis|A0A8R2D3L7
OG0006746		apis|A0A8R1W116
OG0006747		apis|A0A8R2A6Q9
OG0006748		apis|A0A8R2A182
OG0006749		apis|A0A8R2A1M0
OG0006750		apis|A0A8R2JVU9
OG0006751		apis|C4WY18
OG0006752		apis|C4WXH5
OG0006753		apis|A0A8R2D5C6
OG0006754		apis|C4WY77
OG0006755		apis|C4WSG2
OG0006756		apis|A0A8R2NTC8
OG0006757		apis|A0A8R1W1U9
OG0006758		apis|A0A8R2FCB3
OG0006759		apis|A0A8R1W1Y2
OG0006760		apis|A0A8R2NUH7
OG0006761		apis|A0A8R2D641
OG0006762		apis|C4WS26
OG0006763		apis|A0A8R2D5Y6
OG0006764		apis|C4WWU5
OG0006765		apis|C4WTQ1
OG0006766		apis|A0A8R2B4P5
OG0006767		apis|A0A8R2NN28
OG0006768		apis|C4WX90
OG0006769		apis|A0A8R1W0D3
OG0006770		apis|A0A8R1W0X2
OG0006771		apis|A0A8R2B9P6
OG0006772		apis|A0A8R1W512
OG0006773		apis|A0A8R1W739
OG0006774		apis|A0A8R2A2T0
OG0006775		apis|A0A8R1XFW6
OG0006776		apis|C4WXA4
OG0006777		apis|A0A8R2JST5
OG0006778		apis|Q1ZZQ6
OG0006779		apis|A0A8R2NQW4
OG0006780		apis|A0A8R2A7M7
OG0006781		apis|A0A8R1W508
OG0006782		apis|A0A8R2A6I7
OG0006783		apis|A0A8R1W469
OG0006784		apis|A0A8R2B7T4
OG0006785		apis|A0A8R2FCX8
OG0006786		apis|A0A8R2A230
OG0006787		apis|A0A8R2NTG9
OG0006788		apis|A0A8R2H956
OG0006789		apis|A0A8R2A3G6
OG0006790		apis|A0A8R2HBT4
OG0006791		apis|A0A8R1X058
OG0006792		apis|A0A8R2JMI3
OG0006793		apis|A0A8R2FD52
OG0006794		apis|C4WXD3
OG0006795		apis|C4WVD7
OG0006796		apis|A0A8R2BA45
OG0006797		apis|C4WT88
OG0006798		apis|A0A8R2FCK8
OG0006799		apis|A0A8R1W691
OG0006800		apis|C4WWB5
OG0006801		apis|A0A8R1W4A2
OG0006802		apis|A0A8R1W2Q1
OG0006803		apis|A0A8R2H970
OG0006804		apis|A0A8R1W4W2
OG0006805		apis|A0A8R1W6H4
OG0006806		apis|A0A8R2A6I8
OG0006807		apis|A0A8R1W5U9
OG0006808		apis|A0A8R2BA10
OG0006809		apis|A0A8R2A424
OG0006810		apis|A0A8R2A4K7
OG0006811		apis|A0A8R2AB42
OG0006812		apis|A0A8R2D8P4
OG0006813		apis|A0A8R2AHF4
OG0006814		apis|A0A8R1WAT7
OG0006815		apis|C4WXK9
OG0006816		apis|A0A8R1VZU1
OG0006817		apis|A0A8R2D6Y0
OG0006818		apis|C4WW43
OG0006819		apis|A0A8R2A7J6
OG0006820		apis|A0A8R2A8A3
OG0006821		apis|J9JNG9
OG0006822		apis|A0A8R2F7D7
OG0006823		apis|A0A8R1VYP7
OG0006824		apis|A0A8R2NTG2
OG0006825		apis|A0A8R1VYL7
OG0006826		apis|A0A8R1W4N2
OG0006827		apis|A0A8R1W1K5
OG0006828		apis|A0A8R2B1I1
OG0006829		apis|A0A8R1W503
OG0006830		apis|A0A8R1W5K3
OG0006831		apis|A0A8R2NX90
OG0006832		apis|A0A8R2B182
OG0006833		apis|A0A8R2NLG0
OG0006834		apis|A0A8R1W8L6
OG0006835		apis|A0A8R2B654
OG0006836		apis|A0A8R2A7J9
OG0006837		apis|A0A8R2F872
OG0006838		apis|A0A8R1W539
OG0006839		apis|A0A8R2BAL4
OG0006840		apis|A0A8R1W4W3
OG0006841		apis|C4WYF9
OG0006842		apis|A0A8R1W0D1
OG0006843		apis|A0A8R1W608
OG0006844		apis|A0A8R2A4Q4
OG0006845		apis|A0A8R1W4S2
OG0006846		apis|A0A8R2F6T7
OG0006847		apis|A0A8R2B813
OG0006848		apis|A0A8R1WZB8
OG0006849		apis|A0A8R2A8W4
OG0006850		apis|A0A8R2B445
OG0006851		apis|C4WW41
OG0006852		apis|A0A8R1WXG7
OG0006853		apis|A0A8R2ADZ6
OG0006854		apis|A0A8R2NPI6
OG0006855		apis|A0A8R1W1U3
OG0006856		apis|A0A8R2AB31
OG0006857		apis|A0A8R2JV52
OG0006858		apis|A0A8R2JRR8
OG0006859		apis|A0A8R2A4Y3
OG0006860		apis|C4WTG6
OG0006861		apis|A0A8R2BAQ1
OG0006862		apis|A0A8R2F7Q0
OG0006863		apis|A0A8R2JPT3
OG0006864		apis|A0A8R1W8V3
OG0006865		apis|A0A8R2JX56
OG0006866		apis|A0A8R2AXW6
OG0006867		apis|A0A8R1X092
OG0006868		apis|A0A8R1W6L3
OG0006869		apis|A0A8R2H8M9
OG0006870		apis|A0A8R2D2J3
OG0006871		apis|C4WUC9
OG0006872		apis|A0A8R1W5T4
OG0006873		apis|A0A8R2F8T6
OG0006874		apis|A0A8R2JL36
OG0006875		apis|A0A8R1W6I3
OG0006876		apis|C4WUB8
OG0006877		apis|A0A8R2JVA9
OG0006878		apis|A0A8R2H5T8
OG0006879		apis|A0A8R2A6G8
OG0006880		apis|A0A8R2AAH4
OG0006881		apis|A0A8R2NT33
OG0006882		apis|A0A8R2D782
OG0006883		apis|A0A8R2NNM2
OG0006884		apis|A0A8R2FB91
OG0006885		apis|A0A8R2NSR8
OG0006886		apis|A0A8R1X0X3
OG0006887		apis|C4WWC7
OG0006888		apis|A0A8R2D3L1
OG0006889		apis|A0A8R2A066
OG0006890		apis|A0A8R2B8H3
OG0006891		apis|A0A8R2B610
OG0006892		apis|A0A8R2NPS0
OG0006893		apis|A0A8R2A9K7
OG0006894		apis|A0A8R2A7N6
OG0006895		apis|C4WSI9
OG0006896		apis|A0A8R2JKP9
OG0006897		apis|C4WSY7
OG0006898		apis|C4WV36
OG0006899		apis|A0A8R2HBP1
OG0006900		apis|C4WUG3
OG0006901		apis|A0A8R2B6T9
OG0006902		apis|A0A8R1W2L6
OG0006903		apis|A0A8R1W5R4
OG0006904		apis|A0A8R2JMF8
OG0006905		apis|A0A8R2AGI8
OG0006906		apis|A0A8R2F9Z6
OG0006907		apis|A0A8R1W3D5
OG0006908		apis|C4WU76
OG0006909		apis|A0A8R2NN44
OG0006910		apis|A0A8R2F8G0
OG0006911		apis|A0A8R2FB70
OG0006912		apis|A0A8R1VZ24
OG0006913		apis|A0A8R2BAB5
OG0006914		apis|A0A8R2H675
OG0006915		apis|A0A8R2A4A0
OG0006916		apis|A0A8R2FDE1
OG0006917		apis|A0A8R2A3U3
OG0006918		apis|A0A8R1W2F3
OG0006919		apis|A0A8R1W379
OG0006920		apis|A0A8R2H7K8
OG0006921		apis|A0A8R2A860
OG0006922		apis|C4WY74
OG0006923		apis|A0A8R1VYY0
OG0006924		apis|A0A8R2A9V5
OG0006925		apis|A0A8R2A5V8
OG0006926		apis|C4WVT4
OG0006927		apis|A0A8R2JLV4
OG0006928		apis|A0A8R1TDA8
OG0006929		apis|A0A8R2B617
OG0006930		apis|A0A8R2FAZ5
OG0006931		apis|C4WTU0
OG0006932		apis|A0A8R2A8X7
OG0006933		apis|A0A8R1W0I3
OG0006934		apis|A0A8R1W6K1
OG0006935		apis|A0A8R2D6W9
OG0006936		apis|A0A8R2NU45
OG0006937		apis|A0A8R2ABU0
OG0006938		apis|A0A8R1XHD4
OG0006939		apis|A0A8R1WBZ9
OG0006940		apis|A0A8R2JQ67
OG0006941		apis|C4WVR1
OG0006942		apis|A0A8R2NS97
OG0006943		apis|A0A8R2AZ58
OG0006944		apis|A0A8R2JSC3
OG0006945		apis|A0A8R1W014
OG0006946		apis|A0A8R2NSC6
OG0006947		apis|A0A8R2NNT1
OG0006948		apis|A0A8R1VY91
OG0006949		apis|A0A8R1WBB5
OG0006950		apis|A0A8R2H8B5
OG0006951		apis|A0A8R1W4Y3
OG0006952		apis|A0A8R2A3X6
OG0006953		apis|A0A8R2A4S7
OG0006954		apis|A0A8R2D4V6
OG0006955		apis|A0A8R1W3K0
OG0006956		apis|A0A8R1W4T5
OG0006957		apis|A0A8R1W7R7
OG0006958		apis|A0A8R2NTI8
OG0006959		apis|A0A8R2A7Q5
OG0006960		apis|A0A8R2JTD5
OG0006961		apis|A0A8R1VZJ7
OG0006962		apis|A0A8R2D7I0
OG0006963		apis|A0A8R2A4R0
OG0006964		apis|A0A8R1ZZC6
OG0006965		apis|C4WV92
OG0006966		apis|A0A8R1W2G1
OG0006967		apis|A0A8R2NKU1
OG0006968		apis|A0A8R2A9Q9
OG0006969		apis|A0A8R2JTW7
OG0006970		apis|A0A8R2H9W3
OG0006971		apis|A0A8R2A080
OG0006972		apis|A0A8R1W8J9
OG0006973		apis|A0A8R2FD29
OG0006974		apis|A0A8R2AED1
OG0006975		apis|A0A8R2NN26
OG0006976		apis|A0A8R2A600
OG0006977		apis|A0A8R2JN31
OG0006978		apis|A0A8R1W3V6
OG0006979		apis|A0A8R2NQZ8
OG0006980		apis|A0A8R2JMM3
OG0006981		apis|A0A8R1W5Q9
OG0006982		apis|A0A8R2A5K2
OG0006983		apis|C4WVP3
OG0006984		apis|A0A8R2A4G5
OG0006985		apis|A0A8R2H8P9
OG0006986		apis|A0A8R2A9K3
OG0006987		apis|A0A8R1W828
OG0006988		apis|A0A8R1W5M7
OG0006989		apis|A0A8R2BB04
OG0006990		apis|A0A8R2NKY2
OG0006991		apis|A0A8R2NSP9
OG0006992		apis|A0A8R1XHE4
OG0006993		apis|A0A8R2NMI0
OG0006994		apis|C4WWK1
OG0006995		apis|A0A8R2FDB2
OG0006996		apis|A0A8R1W6U4
OG0006997		apis|A0A8R2A2P0
OG0006998		apis|A0A8R1W530
OG0006999		apis|A0A8R1W1A3
OG0007000		apis|A0A8R2HA81
OG0007001		apis|A0A8R2NS26
OG0007002		apis|A0A8R2A5L0
OG0007003		apis|A0A8R2A6N4
OG0007004		apis|C4WXH3
OG0007005		apis|A0A8R2B9W2
OG0007006		apis|A0A8R2NTR6
OG0007007		apis|A0A8R2NMZ5
OG0007008		apis|A0A8R1W6J7
OG0007009		apis|A0A8R2A7P7
OG0007010		apis|A0A8R2A8V8
OG0007011		apis|A0A8R2A988
OG0007012		apis|A0A8R1XIH9
OG0007013		apis|A0A8R2B1R1
OG0007014		apis|A0A8R2FAM6
OG0007015		apis|A0A8R2JXN3
OG0007016		apis|A0A8R1W6M1
OG0007017		apis|A0A8R2A5J6
OG0007018		apis|A0A8R2A2C1
OG0007019		apis|A0A8R2AB74
OG0007020		apis|C4WXS1
OG0007021		apis|C4WTE4
OG0007022		apis|A0A8R1WZ88
OG0007023		apis|A0A8R2H2A4
OG0007024		apis|A0A8R2AC17
OG0007025		apis|A0A8R2F8H6
OG0007026		apis|A0A8R2A6J5
OG0007027		apis|C4WWM8
OG0007028		apis|A0A8R2A5C1
OG0007029		apis|A0A8R2A7H9
OG0007030		apis|A0A8R2A8K1
OG0007031		apis|A0A8R2H4T3
OG0007032		apis|A0A8R2A825
OG0007033		apis|A0A8R1W6K4
OG0007034		apis|Q1ZZR0
OG0007035		apis|C4WTW4
OG0007036		apis|A0A8R2JPR8
OG0007037		apis|C4WT16
OG0007038		apis|C4WXJ1
OG0007039		apis|A0A8R2NTJ9
OG0007040		apis|A0A8R2NK59
OG0007041		apis|A0A8R1W7U3
OG0007042		apis|A0A8R2B4Y9
OG0007043		apis|A0A8R2A687
OG0007044		apis|A0A8R1XHV4
OG0007045		apis|C4WTX7
OG0007046		apis|C4WRQ6
OG0007047		apis|A0A8R2AI48
OG0007048		apis|B7TYB9
OG0007049		apis|A0A8R2B977
OG0007050		apis|A0A8R1W394
OG0007051		apis|A0A8R2B5Q0
OG0007052		apis|A0A8R2A4P8
OG0007053		apis|A0A8R1W8P3
OG0007054		apis|C4WW79
OG0007055		apis|A0A8R2ACF6
OG0007056		apis|A0A8R2A5A2
OG0007057		apis|A0A8R2D673
OG0007058		apis|A0A8R1TGJ8
OG0007059		apis|A0A8R1VYI2
OG0007060		apis|A0A8R1W2N3
OG0007061		apis|A0A8R2ABD6
OG0007062		apis|A0A8R1W0U0
OG0007063		apis|A0A8R2JQ79
OG0007064		apis|A0A8R1W8S8
OG0007065		apis|A0A8R2D149
OG0007066		apis|A0A8R1W0P0
OG0007067		apis|C4WT07
OG0007068		apis|C4WS56
OG0007069		apis|A0A8R2D449
OG0007070		apis|A0A8R2H6W8
OG0007071		apis|A0A8R2JLK8
OG0007072		apis|A0A8R2D5W0
OG0007073		apis|A0A8R2JR41
OG0007074		apis|A0A8R1W1F8
OG0007075		apis|A0A8R2A3D0
